participant,item,theta,beta,eta,p_excl,p_inc,p_id,y,match_y_maxprob,theta_estimate,Est.Error.x,theta_lower,theta_upper,beta_estimate,Est.Error.y,beta_lower,beta_upper,n_participants,n_items,threshold_1,threshold_2,theta_covered,beta_covered,corr_theta,corr_beta,run_time
1,1,1.9188554298835587,-0.6400580659572804,1.2787973639262784,0.31604139609348947,0.38284579490367754,0.301112809002833,id,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.5659989407107912,0.22733746565495191,-1.0060103926331778,-0.12749554985484993,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,2,1.9188554298835587,0.6695484931947989,2.5884039230783578,0.0368554319207021,0.17837480648996018,0.7847697615893378,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.7828710592480888,0.18502026767218216,0.4114756239440502,1.1460734383580657,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,3,1.9188554298835587,0.21329283585972414,2.132148265743283,0.09140573634071684,0.2784829167120391,0.630111346947244,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.5632584458013817,0.1843601395595238,0.18880480004149824,0.9263104206934663,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,4,1.9188554298835587,1.3358575948397338,3.2547130247232925,0.007049854848183803,0.06582450777762135,0.9271256373741948,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,1.3380713428333053,0.18233747388872665,0.9786006638257105,1.6884597280140614,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,5,1.9188554298835587,0.9674514733682099,2.8863069032517688,0.01847541587980712,0.12019620106262628,0.8613283830575666,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,1.1071589079894981,0.17974305299202842,0.7533647557302441,1.4623739938316285,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,6,1.9188554298835587,0.3503377824277707,2.2691932123113294,0.07089019541653598,0.24857557297838273,0.6805342316050813,excl,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.564596787127955,0.18737338824054042,0.20265185207192724,0.9308998702594224,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,7,1.9188554298835587,2.0648020955228157,3.9836575254063744,7.271348031600822e-4,0.013766576735478833,0.9855062884613611,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,2.201002805917823,0.18538606377660988,1.8458645138819603,2.5622750995000727,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,8,1.9188554298835587,0.8343510523569465,2.7532064822405053,0.02539756664428216,0.14484516470028022,0.8297572686554376,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.9597599820113106,0.18262948128238676,0.6147024535504095,1.3145853124061144,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,9,1.9188554298835587,-0.03849215418380041,1.8803632756997584,0.13999022134995234,0.32798394572442247,0.5320258329256252,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.28613489517550017,0.19497101334129233,-0.09921409557634951,0.6597803703702853,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,10,1.9188554298835587,-0.056275067141318184,1.8625803627422406,0.14398614813195193,0.3310641853798073,0.5249496664882407,excl,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.1118140117343248,0.2002697862634232,-0.2789823590871109,0.5036078042645454,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,11,1.9188554298835587,0.96953942286197,2.8883948527455288,0.01838111570979273,0.11982930053831467,0.8617895837518926,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,1.1583650407017785,0.17786464529020524,0.8232371579382793,1.506088774432014,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,12,1.9188554298835587,0.7470963365154419,2.665951766399001,0.031024057036005945,0.16223424953622664,0.8067416934277674,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.928200139047987,0.18407902407077653,0.5665433417187993,1.2777712947741562,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,13,1.9188554298835587,-0.0857557412442381,1.8330996886393207,0.1507786245284368,0.3360189209940593,0.513202454477504,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.03619280815254816,0.20571259514465887,-0.3724143488852123,0.4370760168255187,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,14,1.9188554298835587,0.11231049486747566,2.0311659247510345,0.10913040652435368,0.299462544074911,0.5914070494007353,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.13949784696921783,0.19989885224320358,-0.24376935552543358,0.5283714106579315,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,15,1.9188554298835587,-0.7076680801663761,1.2111873497171826,0.34046758175740355,0.38153893884044543,0.277993479402151,excl,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.42641002546137924,0.21927904277514082,-0.8491974616124868,-0.002947423721761333,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,16,1.9188554298835587,-0.7045683399144089,1.2142870899691498,0.3393319337193718,0.3816338377847221,0.2790342284959061,id,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.5593551617589457,0.23626100194568553,-1.0376042238634242,-0.10213987547236636,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,17,1.9188554298835587,-0.7149964993543882,1.2038589305291705,0.34315822926868933,0.38130127578672335,0.2755404949445873,excl,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.4064033821653054,0.2217715250567575,-0.8506743367537494,0.02820468150303119,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,18,1.9188554298835587,-0.32644284523660827,1.5924125846469503,0.21406007193703563,0.3681643623564333,0.41777556570653107,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-0.29817088029019284,0.21798070707326583,-0.7387106506126297,0.11160143715489015,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,19,1.9188554298835587,-0.26593667556528056,1.6529187543182782,0.19685218033404817,0.36161387333772976,0.44153394632822207,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.038391154164342606,0.19932699900761805,-0.3563007525681932,0.42786486893843256,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,20,1.9188554298835587,-0.17687948137386755,1.7419759485096913,0.17310247694363917,0.35003278781642005,0.4768647352399408,excl,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.04187296427462285,0.19273594391679427,-0.338356069596117,0.4112093648831616,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,21,1.9188554298835587,-1.393227391527011,0.5256280383565477,0.6081006060544496,0.29063358182756194,0.10126581211798846,excl,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-1.3720652834262927,0.30304752719715516,-1.999368417305805,-0.8069075944566134,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,22,1.9188554298835587,0.29320501675482896,2.2120604466383877,0.07896608186843519,0.26118147752070625,0.6598524406108586,inc,FALSE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.4809013650832801,0.18796533798637716,0.11300812584635704,0.8487286181456465,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,23,1.9188554298835587,-1.7813639269947876,0.1374915028887711,0.7461773044901642,0.2056172649775907,0.04820543053224513,excl,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,-1.5137559300316028,0.31554778400146277,-2.1520404818238568,-0.9391706177851961,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
1,24,1.9188554298835587,1.0146802406854778,2.9335356705690367,0.01644040436435888,0.11205428082038409,0.8715053148152571,id,TRUE,1.6664795408401827,0.19725046877994235,1.2822938813415927,2.051142072122791,0.9686886725992598,0.18322998708965688,0.6179675042449431,1.3236010868941521,100,50,0.8,1.8,1,1,0.971208274187214,0.9862295077726466,249.36347699165344
